customer_id,timestamp,event_type,device,category
U0007,2025-01-23 05:52:00,product_view,desktop,Office Supplies
U0007,2025-01-21 04:06:00,page_view,tablet,Computers
U0007,2025-01-22 01:43:00,product_view,desktop,Stationery
U0007,2025-01-08 03:45:00,product_view,mobile,Electronics
U0007,2025-01-20 09:32:00,product_view,tablet,Office Supplies
U0007,2025-01-13 19:47:00,add_to_cart,mobile,Electronics
U0008,2025-01-20 14:44:00,product_view,mobile,Office Supplies
U0008,2025-01-27 14:23:00,page_view,tablet,Stationery
U0008,2025-01-13 09:32:00,product_view,tablet,Stationery
U0008,2025-01-21 02:37:00,page_view,tablet,Stationery
U0008,2025-01-08 22:55:00,product_view,mobile,Furniture
U0008,2025-01-03 20:50:00,page_view,mobile,Stationery
U0008,2025-01-26 19:29:00,product_view,mobile,Electronics
U0008,2025-01-07 01:25:00,purchase,desktop,Furniture
U0008,2025-01-15 13:32:00,product_view,mobile,Electronics
U0008,2025-01-15 15:24:00,product_view,desktop,Computers
U0009,2025-01-27 13:11:00,product_view,tablet,Office Supplies
U0009,2025-01-27 20:49:00,page_view,mobile,Furniture
U0009,2025-01-16 08:37:00,page_view,desktop,Computers
U0009,2025-01-21 16:10:00,page_view,mobile,Electronics
U0009,2025-01-02 02:36:00,purchase,mobile,Furniture
U0009,2025-01-26 21:42:00,add_to_cart,mobile,Computers
U0009,2025-01-30 21:49:00,page_view,tablet,Furniture
U0009,2025-01-02 11:51:00,add_to_cart,mobile,Stationery
U0009,2025-01-30 03:29:00,add_to_cart,desktop,Furniture
U0009,2025-01-06 20:19:00,checkout,mobile,Electronics
U0010,2025-01-27 09:30:00,add_to_cart,desktop,Office Supplies
U0010,2025-01-29 01:11:00,product_view,mobile,Computers
U0010,2025-01-12 17:22:00,page_view,mobile,Furniture
U0010,2025-01-08 15:13:00,page_view,mobile,Office Supplies
U0010,2025-01-01 03:13:00,product_view,desktop,Office Supplies
U0010,2025-01-21 20:33:00,add_to_cart,mobile,Office Supplies
U0010,2025-01-13 17:08:00,page_view,mobile,Stationery
U0010,2025-01-21 05:04:00,checkout,desktop,Stationery
U0010,2025-01-15 14:42:00,page_view,tablet,Furniture
U0010,2025-01-30 02:33:00,page_view,desktop,Computers
U0011,2025-01-20 17:34:00,page_view,mobile,Stationery
U0011,2025-01-25 22:57:00,page_view,desktop,Electronics
U0011,2025-01-28 14:43:00,product_view,mobile,Furniture
U0011,2025-01-12 11:52:00,page_view,tablet,Office Supplies
U0011,2025-01-20 13:08:00,add_to_cart,mobile,Stationery
U0011,2025-01-01 01:14:00,checkout,mobile,Office Supplies
U0011,2025-01-04 19:46:00,product_view,tablet,Stationery
U0011,2025-01-25 17:38:00,page_view,mobile,Furniture
U0011,2025-01-03 00:01:00,page_view,mobile,Stationery
U0011,2025-01-15 00:30:00,product_view,tablet,Computers
U0012,2025-01-02 19:53:00,page_view,desktop,Computers
U0012,2025-01-22 11:20:00,product_view,tablet,Electronics
U0012,2025-01-12 23:16:00,page_view,mobile,Electronics
U0012,2025-01-28 06:55:00,checkout,tablet,Computers
U0012,2025-01-16 23:36:00,add_to_cart,desktop,Computers
U0012,2025-01-13 08:17:00,product_view,tablet,Office Supplies
U0012,2025-01-24 13:26:00,product_view,mobile,Office Supplies
U0012,2025-01-19 08:14:00,page_view,desktop,Furniture
U0012,2025-01-29 14:24:00,product_view,mobile,Electronics
U0012,2025-01-22 00:31:00,add_to_cart,mobile,Electronics
U0013,2025-01-18 23:09:00,page_view,mobile,Electronics
U0013,2025-01-14 13:54:00,page_view,mobile,Office Supplies
U0013,2025-01-16 01:16:00,product_view,desktop,Furniture
U0013,2025-01-10 20:21:00,page_view,desktop,Computers
U0013,2025-01-23 10:55:00,page_view,mobile,Electronics
U0013,2025-01-08 09:50:00,page_view,tablet,Computers
U0013,2025-01-18 14:26:00,page_view,mobile,Furniture
U0013,2025-01-21 19:36:00,page_view,mobile,Office Supplies
U0013,2025-01-24 16:31:00,page_view,tablet,Electronics
U0013,2025-01-17 18:18:00,page_view,tablet,Computers
U0014,2025-01-21 11:43:00,page_view,mobile,Computers
U0014,2025-01-05 20:46:00,product_view,tablet,Stationery
U0014,2025-01-18 04:37:00,page_view,mobile,Electronics
U0014,2025-01-26 02:35:00,add_to_cart,desktop,Electronics
U0014,2025-01-14 00:36:00,product_view,desktop,Stationery
U0014,2025-01-04 16:18:00,add_to_cart,tablet,Computers
U0014,2025-01-13 21:03:00,product_view,desktop,Electronics
U0014,2025-01-19 19:58:00,page_view,mobile,Computers
U0014,2025-01-27 00:46:00,purchase,desktop,Electronics
U0014,2025-01-02 14:25:00,product_view,desktop,Stationery
U0015,2025-01-07 05:24:00,checkout,desktop,Furniture
U0015,2025-01-25 11:27:00,product_view,tablet,Computers
U0015,2025-01-02 06:57:00,add_to_cart,mobile,Stationery
U0015,2025-01-15 04:09:00,page_view,mobile,Stationery
U0015,2025-01-24 19:45:00,product_view,mobile,Office Supplies
U0015,2025-01-17 23:12:00,product_view,desktop,Stationery
U0015,2025-01-26 04:59:00,product_view,desktop,Stationery
U0015,2025-01-16 23:54:00,product_view,mobile,Stationery
U0015,2025-01-10 14:09:00,page_view,tablet,Stationery
U0015,2025-01-07 23:45:00,checkout,tablet,Electronics
U0016,2025-01-23 19:28:00,add_to_cart,tablet,Computers
U0016,2025-01-21 02:11:00,product_view,desktop,Office Supplies
U0016,2025-01-06 08:01:00,page_view,mobile,Furniture
U0016,2025-01-13 04:30:00,product_view,mobile,Stationery
U0016,2025-01-06 22:29:00,add_to_cart,mobile,Furniture
U0016,2025-01-28 02:43:00,page_view,tablet,Electronics
U0016,2025-01-27 21:22:00,product_view,desktop,Furniture
U0016,2025-01-07 20:45:00,page_view,mobile,Computers
U0016,2025-01-14 08:09:00,product_view,desktop,Furniture
U0016,2025-01-18 05:01:00,add_to_cart,desktop,Electronics
U0017,2025-01-12 10:19:00,product_view,desktop,Office Supplies
U0017,2025-01-12 12:50:00,product_view,tablet,Computers
U0017,2025-01-08 07:11:00,product_view,desktop,Electronics
U0017,2025-01-02 05:25:00,page_view,tablet,Stationery
U0017,2025-01-01 04:04:00,page_view,tablet,Office Supplies
U0017,2025-01-24 00:33:00,add_to_cart,tablet,Stationery
U0017,2025-01-29 09:04:00,page_view,desktop,Computers
U0017,2025-01-12 23:15:00,page_view,tablet,Office Supplies
U0017,2025-01-15 11:24:00,page_view,mobile,Stationery
U0017,2025-01-06 22:15:00,product_view,tablet,Electronics
U0018,2025-01-19 00:48:00,page_view,mobile,Furniture
U0018,2025-01-27 13:44:00,page_view,tablet,Electronics
U0018,2025-01-21 06:41:00,product_view,desktop,Furniture
U0018,2025-01-21 18:47:00,product_view,tablet,Office Supplies
U0018,2025-01-29 19:27:00,product_view,tablet,Furniture
U0018,2025-01-10 10:22:00,product_view,mobile,Office Supplies
U0018,2025-01-25 18:51:00,page_view,tablet,Office Supplies
U0018,2025-01-08 11:14:00,product_view,desktop,Electronics
U0018,2025-01-16 10:50:00,page_view,tablet,Office Supplies
U0018,2025-01-19 23:39:00,product_view,desktop,Stationery
U0019,2025-01-04 14:50:00,product_view,mobile,Stationery
U0019,2025-01-18 11:07:00,page_view,mobile,Office Supplies
U0019,2025-01-23 00:02:00,page_view,mobile,Electronics
U0019,2025-01-09 04:01:00,add_to_cart,mobile,Computers
U0019,2025-01-25 21:10:00,product_view,mobile,Office Supplies
U0019,2025-01-05 18:43:00,page_view,mobile,Stationery
U0019,2025-01-10 07:07:00,checkout,tablet,Computers
U0019,2025-01-30 02:46:00,add_to_cart,tablet,Furniture
U0019,2025-01-18 21:28:00,page_view,tablet,Electronics
U0019,2025-01-11 00:56:00,page_view,mobile,Electronics
U0020,2025-01-21 05:04:00,checkout,tablet,Office Supplies
U0020,2025-01-27 04:56:00,checkout,tablet,Stationery
U0020,2025-01-29 08:40:00,page_view,tablet,Office Supplies
U0020,2025-01-22 20:29:00,product_view,tablet,Electronics
U0020,2025-01-19 08:53:00,product_view,tablet,Office Supplies
U0020,2025-01-01 15:22:00,add_to_cart,tablet,Office Supplies
U0020,2025-01-10 07:36:00,page_view,desktop,Furniture
U0020,2025-01-03 15:41:00,add_to_cart,mobile,Computers
U0020,2025-01-04 06:34:00,product_view,tablet,Office Supplies
U0020,2025-01-07 17:09:00,checkout,desktop,Stationery
U0021,2025-01-22 09:06:00,add_to_cart,tablet,Office Supplies
U0021,2025-01-01 19:38:00,page_view,desktop,Furniture
U0021,2025-01-19 10:10:00,add_to_cart,desktop,Electronics
U0021,2025-01-29 08:48:00,page_view,mobile,Electronics
U0021,2025-01-08 08:12:00,product_view,tablet,Stationery
U0021,2025-01-24 20:14:00,product_view,tablet,Stationery
U0021,2025-01-28 08:55:00,purchase,tablet,Stationery
U0021,2025-01-29 20:12:00,product_view,mobile,Furniture
U0021,2025-01-20 13:37:00,page_view,tablet,Computers
U0021,2025-01-11 00:16:00,page_view,desktop,Stationery
U0022,2025-01-14 01:41:00,product_view,desktop,Electronics
U0022,2025-01-19 09:10:00,page_view,tablet,Furniture
U0022,2025-01-15 17:41:00,product_view,tablet,Office Supplies
U0022,2025-01-22 20:42:00,product_view,desktop,Furniture
U0022,2025-01-27 16:03:00,add_to_cart,tablet,Computers
U0022,2025-01-01 02:50:00,product_view,desktop,Stationery
U0022,2025-01-06 01:43:00,page_view,tablet,Electronics
U0022,2025-01-18 14:44:00,page_view,desktop,Stationery
U0022,2025-01-05 03:20:00,add_to_cart,mobile,Electronics
U0022,2025-01-22 17:30:00,checkout,mobile,Office Supplies
U0023,2025-01-22 16:23:00,add_to_cart,desktop,Office Supplies
U0023,2025-01-06 15:22:00,page_view,desktop,Furniture
U0023,2025-01-10 20:00:00,product_view,desktop,Computers
U0023,2025-01-05 11:09:00,add_to_cart,mobile,Furniture
U0023,2025-01-22 20:02:00,product_view,mobile,Stationery
U0023,2025-01-26 04:14:00,page_view,desktop,Electronics
U0023,2025-01-17 09:38:00,page_view,desktop,Electronics
U0023,2025-01-05 19:23:00,page_view,tablet,Stationery
U0023,2025-01-01 23:30:00,product_view,mobile,Stationery
U0023,2025-01-20 12:46:00,product_view,mobile,Computers
U0024,2025-01-24 03:05:00,page_view,tablet,Furniture
U0024,2025-01-18 06:52:00,page_view,desktop,Computers
U0024,2025-01-22 09:28:00,page_view,mobile,Stationery
U0024,2025-01-18 02:36:00,add_to_cart,desktop,Furniture
U0024,2025-01-28 16:18:00,product_view,mobile,Electronics
U0024,2025-01-21 23:46:00,page_view,mobile,Electronics
U0024,2025-01-28 10:51:00,checkout,tablet,Stationery
U0024,2025-01-01 18:12:00,checkout,tablet,Furniture
U0024,2025-01-18 03:46:00,page_view,mobile,Furniture
U0024,2025-01-14 02:21:00,add_to_cart,desktop,Electronics
U0025,2025-01-15 10:05:00,page_view,mobile,Furniture
U0025,2025-01-17 04:41:00,purchase,mobile,Computers
U0025,2025-01-26 04:41:00,add_to_cart,tablet,Office Supplies
U0025,2025-01-21 21:39:00,page_view,tablet,Stationery
U0025,2025-01-28 06:03:00,checkout,tablet,Computers
U0025,2025-01-05 16:04:00,product_view,desktop,Office Supplies
U0025,2025-01-26 09:23:00,page_view,mobile,Computers
U0025,2025-01-23 03:17:00,page_view,tablet,Furniture
U0025,2025-01-14 03:22:00,page_view,tablet,Electronics
U0025,2025-01-08 04:20:00,page_view,mobile,Stationery
U0026,2025-01-27 00:56:00,product_view,tablet,Electronics
U0026,2025-01-11 02:52:00,add_to_cart,tablet,Furniture
U0026,2025-01-13 09:03:00,page_view,desktop,Furniture
U0026,2025-01-04 03:48:00,product_view,mobile,Furniture
U0026,2025-01-24 16:47:00,page_view,desktop,Computers
U0026,2025-01-18 05:11:00,product_view,mobile,Electronics
U0026,2025-01-30 02:37:00,add_to_cart,tablet,Furniture
U0026,2025-01-06 01:33:00,product_view,mobile,Office Supplies
U0026,2025-01-24 01:06:00,purchase,desktop,Computers
U0026,2025-01-12 17:02:00,add_to_cart,mobile,Electronics
U0027,2025-01-29 14:18:00,page_view,mobile,Computers
U0027,2025-01-24 07:51:00,add_to_cart,mobile,Stationery
U0027,2025-01-27 18:25:00,checkout,mobile,Electronics
U0027,2025-01-30 23:14:00,page_view,tablet,Stationery
U0027,2025-01-14 07:40:00,product_view,tablet,Computers
U0027,2025-01-21 22:46:00,purchase,desktop,Computers
U0027,2025-01-19 03:14:00,add_to_cart,mobile,Electronics
U0027,2025-01-17 14:02:00,add_to_cart,tablet,Electronics
U0027,2025-01-20 20:22:00,add_to_cart,mobile,Electronics
U0027,2025-01-11 21:49:00,purchase,tablet,Electronics
U0028,2025-01-23 04:57:00,page_view,mobile,Electronics
U0028,2025-01-18 18:56:00,product_view,mobile,Furniture
U0028,2025-01-08 17:08:00,page_view,tablet,Computers
U0028,2025-01-02 19:39:00,page_view,desktop,Electronics
U0028,2025-01-27 13:48:00,checkout,tablet,Stationery
U0028,2025-01-03 11:19:00,product_view,desktop,Electronics
U0028,2025-01-18 12:02:00,checkout,mobile,Computers
U0028,2025-01-23 07:22:00,page_view,desktop,Electronics
U0028,2025-01-21 23:43:00,page_view,mobile,Stationery
U0028,2025-01-26 05:45:00,page_view,desktop,Stationery
U0029,2025-01-17 18:20:00,page_view,mobile,Stationery
U0029,2025-01-20 07:38:00,page_view,mobile,Furniture
U0029,2025-01-22 01:44:00,product_view,desktop,Office Supplies
U0029,2025-01-21 08:31:00,page_view,tablet,Office Supplies
U0029,2025-01-30 16:58:00,product_view,desktop,Office Supplies
U0029,2025-01-16 11:22:00,add_to_cart,tablet,Furniture
U0029,2025-01-11 23:30:00,product_view,tablet,Electronics
U0029,2025-01-11 00:37:00,product_view,desktop,Computers
U0029,2025-01-29 09:58:00,product_view,tablet,Furniture
U0029,2025-01-20 07:23:00,page_view,desktop,Electronics
U0030,2025-01-29 08:35:00,product_view,mobile,Office Supplies
U0030,2025-01-21 11:54:00,product_view,tablet,Furniture
U0030,2025-01-15 21:58:00,add_to_cart,tablet,Electronics
U0030,2025-01-20 20:56:00,product_view,tablet,Electronics
U0030,2025-01-11 11:05:00,page_view,tablet,Computers
U0030,2025-01-30 05:17:00,product_view,desktop,Furniture
U0030,2025-01-22 19:53:00,product_view,desktop,Electronics
U0030,2025-01-10 08:29:00,product_view,mobile,Furniture
U0030,2025-01-13 13:56:00,checkout,tablet,Stationery
U0030,2025-01-11 20:31:00,page_view,tablet,Office Supplies
U0031,2025-01-27 08:40:00,page_view,mobile,Office Supplies
U0031,2025-01-11 06:39:00,page_view,desktop,Electronics
U0031,2025-01-04 04:13:00,product_view,tablet,Stationery
U0031,2025-01-22 04:39:00,product_view,mobile,Furniture
U0031,2025-01-01 03:54:00,page_view,tablet,Electronics
U0031,2025-01-12 23:11:00,add_to_cart,tablet,Computers
U0031,2025-01-06 18:34:00,product_view,mobile,Electronics
U0031,2025-01-01 05:13:00,product_view,desktop,Stationery
U0031,2025-01-16 20:24:00,product_view,desktop,Electronics
U0031,2025-01-19 11:35:00,page_view,desktop,Computers
U0032,2025-01-21 09:26:00,product_view,tablet,Electronics
U0032,2025-01-16 10:23:00,checkout,desktop,Electronics
U0032,2025-01-05 02:01:00,page_view,desktop,Electronics
U0032,2025-01-16 23:03:00,add_to_cart,desktop,Stationery
U0032,2025-01-18 10:37:00,checkout,tablet,Office Supplies
U0032,2025-01-06 22:06:00,page_view,desktop,Furniture
U0032,2025-01-23 12:19:00,product_view,desktop,Stationery
U0032,2025-01-16 08:58:00,add_to_cart,desktop,Furniture
U0032,2025-01-05 03:16:00,page_view,mobile,Electronics
U0032,2025-01-19 06:42:00,add_to_cart,tablet,Stationery
U0033,2025-01-19 12:18:00,page_view,tablet,Computers
U0033,2025-01-11 15:42:00,checkout,tablet,Electronics
U0033,2025-01-21 14:52:00,purchase,desktop,Furniture
U0033,2025-01-20 05:28:00,add_to_cart,mobile,Stationery
U0033,2025-01-19 12:12:00,page_view,mobile,Stationery
U0033,2025-01-25 17:01:00,page_view,desktop,Office Supplies
U0033,2025-01-05 13:19:00,page_view,tablet,Electronics
U0033,2025-01-13 10:16:00,add_to_cart,tablet,Stationery
U0033,2025-01-08 17:05:00,page_view,mobile,Furniture
U0033,2025-01-09 06:15:00,add_to_cart,mobile,Computers
U0034,2025-01-25 21:01:00,checkout,desktop,Electronics
U0034,2025-01-18 03:29:00,product_view,desktop,Furniture
U0034,2025-01-19 19:52:00,product_view,desktop,Furniture
U0034,2025-01-10 08:53:00,product_view,desktop,Stationery
U0034,2025-01-09 22:16:00,purchase,mobile,Stationery
U0034,2025-01-10 23:43:00,page_view,desktop,Furniture
U0034,2025-01-23 05:34:00,page_view,desktop,Furniture
U0034,2025-01-21 06:06:00,page_view,mobile,Furniture
U0034,2025-01-07 01:23:00,page_view,desktop,Furniture
U0034,2025-01-15 10:02:00,page_view,desktop,Electronics
U0035,2025-01-05 15:36:00,page_view,tablet,Electronics
U0035,2025-01-21 02:52:00,add_to_cart,tablet,Computers
U0035,2025-01-19 09:25:00,add_to_cart,desktop,Furniture
U0035,2025-01-30 07:59:00,product_view,mobile,Office Supplies
U0035,2025-01-18 17:58:00,page_view,desktop,Office Supplies
U0035,2025-01-28 01:45:00,page_view,tablet,Electronics
U0035,2025-01-17 02:20:00,page_view,mobile,Stationery
U0035,2025-01-15 07:41:00,page_view,tablet,Computers
U0035,2025-01-23 21:59:00,product_view,tablet,Furniture
U0035,2025-01-29 23:05:00,product_view,tablet,Computers
U0036,2025-01-16 07:00:00,page_view,mobile,Computers
U0036,2025-01-21 06:08:00,page_view,tablet,Electronics
U0036,2025-01-23 21:34:00,product_view,desktop,Computers
U0036,2025-01-05 01:23:00,page_view,mobile,Electronics
U0036,2025-01-30 00:04:00,add_to_cart,tablet,Computers
U0036,2025-01-28 06:02:00,page_view,tablet,Office Supplies
U0036,2025-01-05 01:58:00,product_view,desktop,Electronics
U0036,2025-01-21 06:06:00,product_view,mobile,Stationery
U0036,2025-01-30 09:06:00,add_to_cart,desktop,Office Supplies
U0036,2025-01-01 14:10:00,page_view,desktop,Computers
U0037,2025-01-16 21:20:00,page_view,mobile,Stationery
U0037,2025-01-22 11:47:00,add_to_cart,tablet,Stationery
U0037,2025-01-24 07:00:00,product_view,desktop,Computers
U0037,2025-01-16 17:33:00,product_view,desktop,Electronics
U0037,2025-01-07 04:17:00,page_view,mobile,Electronics
U0037,2025-01-23 03:36:00,page_view,desktop,Computers
U0037,2025-01-01 21:20:00,page_view,tablet,Computers
U0037,2025-01-03 07:35:00,purchase,tablet,Stationery
U0037,2025-01-27 19:11:00,page_view,desktop,Office Supplies
U0037,2025-01-13 04:46:00,product_view,desktop,Stationery
U0038,2025-01-11 17:51:00,purchase,tablet,Furniture
U0038,2025-01-06 16:49:00,page_view,tablet,Office Supplies
U0038,2025-01-19 11:34:00,page_view,desktop,Stationery
U0038,2025-01-04 01:13:00,add_to_cart,desktop,Computers
U0038,2025-01-19 05:33:00,page_view,desktop,Electronics
U0038,2025-01-10 15:12:00,page_view,desktop,Furniture
U0038,2025-01-23 14:25:00,checkout,mobile,Stationery
U0038,2025-01-23 23:15:00,page_view,tablet,Furniture
U0038,2025-01-01 20:35:00,page_view,tablet,Office Supplies
U0038,2025-01-01 04:08:00,product_view,desktop,Furniture
U0039,2025-01-04 07:37:00,product_view,desktop,Stationery
U0039,2025-01-20 04:55:00,product_view,mobile,Computers
U0039,2025-01-08 05:53:00,product_view,desktop,Furniture
U0039,2025-01-23 02:05:00,add_to_cart,desktop,Office Supplies
U0039,2025-01-30 10:58:00,page_view,tablet,Electronics
U0039,2025-01-13 18:28:00,product_view,mobile,Stationery
U0039,2025-01-06 07:11:00,product_view,mobile,Furniture
U0039,2025-01-08 11:55:00,add_to_cart,mobile,Stationery
U0039,2025-01-15 16:55:00,product_view,tablet,Furniture
U0039,2025-01-05 04:39:00,product_view,desktop,Furniture
U0040,2025-01-11 16:10:00,page_view,tablet,Stationery
U0040,2025-01-15 23:11:00,page_view,tablet,Stationery
U0040,2025-01-25 10:13:00,page_view,desktop,Office Supplies
U0040,2025-01-15 18:06:00,product_view,mobile,Stationery
U0040,2025-01-19 02:50:00,page_view,desktop,Office Supplies
U0040,2025-01-30 14:20:00,page_view,desktop,Office Supplies
U0040,2025-01-04 09:29:00,checkout,mobile,Office Supplies
U0040,2025-01-14 15:02:00,product_view,tablet,Furniture
U0040,2025-01-30 13:43:00,page_view,desktop,Electronics
U0040,2025-01-15 00:11:00,page_view,tablet,Computers
U0041,2025-01-12 19:44:00,page_view,desktop,Electronics
U0041,2025-01-24 05:40:00,product_view,desktop,Office Supplies
U0041,2025-01-22 16:36:00,checkout,tablet,Stationery
U0041,2025-01-06 06:48:00,product_view,tablet,Furniture
U0041,2025-01-28 18:59:00,product_view,desktop,Furniture
U0041,2025-01-20 22:05:00,checkout,tablet,Stationery
U0041,2025-01-12 04:08:00,add_to_cart,tablet,Stationery
U0041,2025-01-16 06:41:00,page_view,desktop,Furniture
U0041,2025-01-21 21:17:00,page_view,tablet,Electronics
U0041,2025-01-05 18:51:00,product_view,tablet,Computers
U0042,2025-01-16 15:15:00,product_view,tablet,Electronics
U0042,2025-01-10 20:16:00,purchase,mobile,Computers
U0042,2025-01-09 18:32:00,product_view,mobile,Electronics
U0042,2025-01-20 12:06:00,purchase,tablet,Computers
U0042,2025-01-19 12:55:00,product_view,desktop,Furniture
U0042,2025-01-18 03:28:00,product_view,tablet,Office Supplies
U0042,2025-01-03 17:14:00,product_view,tablet,Furniture
U0042,2025-01-24 19:51:00,product_view,desktop,Furniture
U0042,2025-01-22 14:11:00,page_view,mobile,Stationery
U0042,2025-01-24 14:30:00,add_to_cart,tablet,Office Supplies
U0043,2025-01-19 07:41:00,page_view,tablet,Furniture
U0043,2025-01-12 04:33:00,purchase,desktop,Furniture
U0043,2025-01-29 12:48:00,checkout,desktop,Stationery
U0043,2025-01-14 02:32:00,product_view,desktop,Stationery
U0043,2025-01-11 06:25:00,page_view,desktop,Furniture
U0043,2025-01-03 11:12:00,page_view,tablet,Computers
U0043,2025-01-12 20:50:00,product_view,tablet,Office Supplies
U0043,2025-01-04 05:07:00,page_view,tablet,Electronics
U0043,2025-01-09 22:03:00,page_view,mobile,Electronics
U0043,2025-01-11 07:19:00,page_view,desktop,Furniture
U0044,2025-01-19 11:55:00,product_view,desktop,Electronics
U0044,2025-01-12 07:36:00,add_to_cart,desktop,Furniture
U0044,2025-01-16 15:35:00,add_to_cart,desktop,Electronics
U0044,2025-01-07 05:30:00,product_view,mobile,Electronics
U0044,2025-01-24 19:40:00,purchase,mobile,Computers
U0044,2025-01-01 10:34:00,purchase,mobile,Electronics
U0044,2025-01-07 05:06:00,checkout,tablet,Computers
U0044,2025-01-27 22:21:00,add_to_cart,mobile,Electronics
U0044,2025-01-12 14:49:00,purchase,mobile,Computers
U0044,2025-01-01 02:52:00,page_view,desktop,Office Supplies
U0045,2025-01-21 04:07:00,product_view,desktop,Office Supplies
U0045,2025-01-03 18:55:00,add_to_cart,desktop,Furniture
U0045,2025-01-25 11:37:00,add_to_cart,tablet,Stationery
U0045,2025-01-15 15:35:00,add_to_cart,mobile,Furniture
U0045,2025-01-15 10:39:00,product_view,tablet,Electronics
U0045,2025-01-13 09:06:00,page_view,desktop,Stationery
U0045,2025-01-25 12:30:00,product_view,tablet,Furniture
U0045,2025-01-21 23:06:00,purchase,mobile,Furniture
U0045,2025-01-09 23:18:00,product_view,tablet,Computers
U0045,2025-01-08 09:05:00,checkout,mobile,Electronics
U0046,2025-01-15 18:10:00,product_view,mobile,Office Supplies
U0046,2025-01-16 16:09:00,page_view,mobile,Electronics
U0046,2025-01-25 18:45:00,page_view,mobile,Furniture
U0046,2025-01-03 11:24:00,checkout,desktop,Stationery
U0046,2025-01-04 04:52:00,page_view,mobile,Furniture
